CODE,CPV_HU,CPV_EN
72212100-0,Iparspecifikus szoftverek fejlesztésével kapcsolatos szolgáltatások,Industry specific software development services
72212110-3,Pénztárszámítógép (POS)-szoftverek fejlesztésével kapcsolatos szolgáltatások,Point of sale (POS) software development services
72212120-6,Légiirányítási szoftverek fejlesztési szolgáltatásai,Flight control software development services
72212121-3,Légiforgalom-irányítási szoftverek fejlesztésével kapcsolatos szolgáltatások,Air traffic control software development services
72212130-9,Légiközlekedés földi támogatását szolgáló szoftverek és tesztszoftverek fejlesztésével kapcsolatos szolgáltatások,Aviation ground support and test software development services
72212131-6,Légiközlekedés földi támogatását szolgáló szoftverek fejlesztésével kapcsolatos szolgáltatások,Aviation ground support software development services
72212132-3,Légiközlekedést szolgáló tesztszoftverek fejlesztésével kapcsolatos szolgáltatások,Aviation test software development services
72212140-2,Vasúti forgalomirányító szoftverek fejlesztésével kapcsolatos szolgáltatások,Railway traffic control software development services
72212150-5,Ipari ellenőrző szoftverek fejlesztésével kapcsolatos szolgáltatások,Industrial control software development services
72212160-8,Könyvtári szoftverek fejlesztésével kapcsolatos szolgáltatások,Library software development services
72212170-1,Megfelelést biztosító (compliance) szoftverek fejlesztésével kapcsolatos szolgáltatások,Compliance software development services
72212180-4,Orvosi szoftverek fejlesztésével kapcsolatos szolgáltatások,Medical software development services
72212190-7,Oktatási szoftverek fejlesztésével kapcsolatos szolgáltatások,Educational software development services
72212200-1,"Hálózati, internet- és intranetszoftverek fejlesztésével kapcsolatos szolgáltatások","Networking, Internet and intranet software development services"
72212210-4,Hálózatiszoftver-fejlesztési szolgáltatások,Networking software development services
72212211-1,Platformok összekapcsolhatóságát biztosító szoftverek fejlesztésével kapcsolatos szolgáltatások,Platform interconnectivity software development services
72212212-8,Optikai háttértároló (jukebox) szerver szoftverek fejlesztésével kapcsolatos szolgáltatások,Optical jukebox server software development services
72212213-5,Operációs rendszerek javítószoftvereinek fejlesztésével kapcsolatos szolgáltatások,Operating system enhancement software development services
72212214-2,Hálózati operációs rendszer szoftverek fejlesztésével kapcsolatos szolgáltatások,Network operating system software development services
72212215-9,Hálózatfejlesztési szoftverek fejlesztésével kapcsolatos szolgáltatások,Networking developers software development services
72212216-6,Hálózati kapcsolódást segítő terminálemulátor szoftverek fejlesztésével kapcsolatos szolgáltatások,Network connectivity terminal emulation software development services
72212217-3,Tranzakció-feldolgozó szoftverek fejlesztésével kapcsolatos szolgáltatások,Transaction-processing software development services
72212218-0,Licenckezelő szoftverek fejlesztésével kapcsolatos szolgáltatások,License management software development services
72212219-7,Különféle hálózati szoftverek fejlesztésével kapcsolatos szolgáltatások,Miscellaneous networking software development services
72212220-7,Internet- és intranetszoftverek fejlesztésével kapcsolatos szolgáltatások,Internet and intranet software development services
72212221-4,Internetes keresőszoftverek fejlesztésével kapcsolatos szolgáltatások,Internet browsing software development services
72212222-1,Webszerverszoftver-fejlesztési szolgáltatások,Web server software development services
72212223-8,Elektronikus levelezési szoftverek fejlesztésével kapcsolatos szolgáltatások,Electronic mail software development services
72212224-5,Weboldalszerkesztő szoftverek fejlesztésével kapcsolatos szolgáltatások,Web page editing software development services
72212300-2,"Dokumentumkészítő, rajzoló, képkezelő, termelésütemező és termelékenységnövelő szoftverek fejlesztésével kapcsolatos szolgáltatások","Document creation, drawing, imaging, scheduling and productivity software development services"
72212310-5,Dokumentumkészítő szoftverek fejlesztésével kapcsolatos szolgáltatások,Document creation software development services
72212311-2,Dokumentumkezelő szoftverek fejlesztésével kapcsolatos szolgáltatások,Document management software development services
72212312-9,Elektronikus kiadványszerkesztő szoftverek fejlesztésével kapcsolatos szolgáltatások,Electronic publishing software development services
72212313-6,Optikai karakterfelismerő (OCR) szoftverek fejlesztésével kapcsolatos szolgáltatások,Optical-character-recognition (OCR) software development services
72212314-3,Hangfelismerő szoftverek fejlesztésével kapcsolatos szolgáltatások,Voice recognition software development services
72212315-0,Asztali kiadványszerkesztő szoftverek fejlesztésével kapcsolatos szolgáltatások,Desktop-publishing software development services
72212316-7,Prezentációs szoftverek fejlesztésével kapcsolatos szolgáltatások,Presentation software development services
72212317-4,Szövegszerkesztő szoftverek fejlesztésével kapcsolatos szolgáltatások,Word-processing software development services
72212318-1,Szkennerszoftver-fejlesztési szolgáltatások,Scanner software development services
72212320-8,Rajzoló- és képkezelő szoftverek fejlesztésével kapcsolatos szolgáltatások,Drawing and imaging software development services
72212321-5,Számítógéppel segített tervezéshez alkalmazott (CAD) szoftverek fejlesztésével kapcsolatos szolgáltatások,Computer-aided design (CAD) software development services
72212322-2,Grafikai szoftverek fejlesztésével kapcsolatos szolgáltatások,Graphics software development services
72212323-9,Számítógéppel segített gyártáshoz alkalmazott (CAM) szoftverek fejlesztésével kapcsolatos szolgáltatások,Computer-aided manufacturing (CAM) software development services
72212324-6,Ábrakészítő szoftverek fejlesztésével kapcsolatos szolgáltatások,Charting software development services
72212325-3,Űrlapkészítő szoftverek fejlesztésével kapcsolatos szolgáltatások,Form making software development services
72212326-0,Térképészeti szoftverek fejlesztésével kapcsolatos szolgáltatások,Mapping software development services
72212327-7,Rajzoló- és festőszoftverek fejlesztésével kapcsolatos szolgáltatások,Drawing and painting software development services
72212328-4,Képfeldolgozó szoftverek fejlesztésével kapcsolatos szolgáltatások,Image-processing software development services
72212330-1,Termelésütemező és termelékenységnövelő szoftverek fejlesztésével kapcsolatos szolgáltatások,Scheduling and productivity software development services
72212331-8,Projektkezelő szoftverek fejlesztésével kapcsolatos szolgáltatások,Project management software development services
72212332-5,Termelésütemező szoftverek fejlesztésével kapcsolatos szolgáltatások,Scheduling software development services
72212333-2,Kapcsolatkezelő-szoftver fejlesztésével kapcsolatos szolgáltatások,Contact management software development services
72212400-3,Üzletitranzakció-kezelő és egyéni üzleti szoftverek fejlesztésével kapcsolatos szolgáltatások,Business transaction and personal business software development services
72212410-6,Beruházási és adóbevallási szoftverek fejlesztésével kapcsolatos szolgáltatások,Investment management and tax preparation software development services
72212411-3,Beruházási szoftverek fejlesztésével kapcsolatos szolgáltatások,Investment management software development services
72212412-0,Adóbevallási szoftverek fejlesztésével kapcsolatos szolgáltatások,Tax preparation software development services
72212420-9,Üzemeltető szoftverek fejlesztésével kapcsolatos szolgáltatások és szoftverfejlesztési szolgáltatásokat tartalmazó programcsomag,Facilities management software development services and software development services suite
72212421-6,Üzemeltető szoftverek fejlesztésével kapcsolatos szolgáltatások,Facilities management software development services
72212422-3,Szoftverfejlesztési szolgáltatásokat tartalmazó programcsomag,Software development services suites
72212430-2,Készletkezelő-szoftver fejlesztésével kapcsolatos szolgáltatások,Inventory management software development services
72212440-5,Pénzügyi elemző és elszámolási szoftverek fejlesztésével kapcsolatos szolgáltatások,Financial analysis and accounting software development services
72212441-2,Pénzügyi elemző szoftverek fejlesztésével kapcsolatos szolgáltatások,Financial analysis software development services
72212442-9,Pénzügyi rendszer-szoftverek fejlesztésével kapcsolatos szolgáltatások,Financial systems software development services
72212443-6,Elszámolási szoftverek fejlesztésével kapcsolatos szolgáltatások,Accounting software development services
72212445-0,Ügyfélkapcsolat-kezelési szoftverek fejlesztésével kapcsolatos szolgáltatások,Customer Relation Management software development services
72212450-8,Időelszámoló vagy humánerőforrás-szoftver fejlesztési szolgáltatások,Time accounting or human resources software development services
72212451-5,Vállalatierőforrás-tervező szoftverek fejlesztésével kapcsolatos szolgáltatások,Enterprise resource planning software development services
72212460-1,"Analitikai, tudományos, matematikai vagy előrejelző szoftverek fejlesztésével kapcsolatos szolgáltatások","Analytical, scientific, mathematical or forecasting software development services"
72212461-8,Analitikai vagy tudományos szoftverek fejlesztésével kapcsolatos szolgáltatások,Analytical or scientific software development services
72212462-5,Matematikai vagy előrejelző szoftverek fejlesztésével kapcsolatos szolgáltatások,Mathematical or forecasting software development services
72212463-2,Statisztikai szoftverek fejlesztésével kapcsolatos szolgáltatások,Statistical software development services
72212470-4,Aukciós szoftverek fejlesztésével kapcsolatos szolgáltatások,Auction software development services
72212480-7,"Értékesítő-, marketing- és üzletiintelligencia-szoftverek fejlesztésével kapcsolatos szolgáltatások","Sales, marketing and business intelligence software development services"
72212481-4,Értékesítő- vagy marketingszoftver-fejlesztési szolgáltatások,Sales or marketing software development services
72212482-1,Üzletiintelligencia-szoftverek fejlesztésével kapcsolatos szolgáltatások,Business intelligence software development services
72212490-0,Beszerzésmenedzsment-szoftverek fejlesztésével kapcsolatos szolgáltatások,Procurement software development services
72212500-4,Kommunikációs és multimédiás szoftverek fejlesztésével kapcsolatos szolgáltatások,Communication and multimedia software development services
72212510-7,Kommunikációs szoftverek fejlesztésével kapcsolatos szolgáltatások,Communication software development services
72212511-4,Asztali kommunikációs szoftverek fejlesztésével kapcsolatos szolgáltatások,Desktop communications software development services
72212512-1,Interaktív hangválaszszoftverek fejlesztésével kapcsolatos szolgáltatások,Interactive voice response software development services
72212513-8,Modemszoftver-fejlesztési szolgáltatások,Modem software development services
72212514-5,Távhozzáférési szoftverek fejlesztésével kapcsolatos szolgáltatások,Remote access software development services
72212515-2,Videókonferencia-szoftver fejlesztésével kapcsolatos szolgáltatások,Video conferencing software development services
72212516-9,Fájlcserélőszoftver-fejlesztési szolgáltatások,Exchange software development services
72212517-6,IT-szoftverfejlesztési szolgáltatások,IT software development services
72212518-3,Emulátorszoftver-fejlesztési szolgáltatások,Emulation software development services
72212519-0,Memóriakezelő szoftverek fejlesztésével kapcsolatos szolgáltatások,Memory-management software development services
72212520-0,Multimédiás szoftverek fejlesztésével kapcsolatos szolgáltatások,Multimedia software development services
72212521-7,Zene- vagy hangszerkesztő szoftverek fejlesztésével kapcsolatos szolgáltatások,Music or sound editing software development services
72212522-4,Virtuálisbillentyűzet-szoftverek fejlesztésével kapcsolatos szolgáltatások,Virtual keyboard software development services
72212600-5,Adatbázis-kezelő és operációsrendszer-szoftverek fejlesztésével kapcsolatos szolgáltatások,Database and operating software development services
72212610-8,Adatbáziskezelő-szoftver fejlesztési szolgáltatások,Database software development services
72212620-1,Nagyteljesítményű operációsrendszer-szoftverek fejlesztésével kapcsolatos szolgáltatások,Mainframe operating system software development services
72212630-4,Miniszámítógép operációsrendszer-szoftverek fejlesztésével kapcsolatos szolgáltatások,Minicomputer operating system software development services
72212640-7,Mikroszámítógép operációsrendszer-szoftverek fejlesztésével kapcsolatos szolgáltatások,Microcomputer operating system software development services
72212650-0,PC operációsrendszer-szoftverek fejlesztésével kapcsolatos szolgáltatások,Personal computer (PC) operating system software development services
72212660-3,Clusterszoftver fejlesztésével kapcsolatos szolgáltatások,Clustering software development services
72212670-6,Valós idejű operációsrendszer-szoftverek fejlesztésével kapcsolatos szolgáltatások,Real time operating system software development services
72212700-6,Felhasználóiszoftver-fejlesztési szolgáltatások,Software development services utilities
72212710-9,Biztonsági mentést készítő és visszaállító szoftverek fejlesztésével kapcsolatos szolgáltatások,Backup or recovery software development services
72212720-2,Vonalkódszoftver-fejlesztési szolgáltatások,Bar coding software development services
72212730-5,Védelmiszoftver-fejlesztési szolgáltatások,Security software development services
72212731-2,Fájlvédelmi szoftver fejlesztésével kapcsolatos szolgáltatások,File security software development services
72212732-9,Adatvédelmiszoftver-fejlesztési szolgáltatások,Data security software development services
72212740-8,Idegen nyelvi fordítószoftverek fejlesztésével kapcsolatos szolgáltatások,Foreign language translation software development services
72212750-1,Tárolómédia-betöltő szoftverek fejlesztésével kapcsolatos szolgáltatások,Storage media loading software development services
72212760-4,Vírusvédelmiszoftver-fejlesztési szolgáltatások,Virus protection software development services
72212761-1,Antivírusszoftver fejlesztésével kapcsolatos szolgáltatások,Anti-virus software development services
72212770-7,"Általános, tömörítő- és nyomtatókezelő szoftverek fejlesztésével kapcsolatos szolgáltatások","General, compression and print utility software development services"
72212771-4,Általános kezelőszoftver-fejlesztési szolgáltatások,General utility software development services
72212772-1,Nyomtatókezelő szoftver fejlesztésével kapcsolatos szolgáltatások,Print utility software development services
72212780-0,"Rendszer-, készlet- és tartalomkezelő szoftverek fejlesztésével kapcsolatos szolgáltatások","System, storage and content management software development services"
72212781-7,Rendszerkezelő szoftver fejlesztésével kapcsolatos szolgáltatások,System management software development services
72212782-4,Tárolókezelő szoftver fejlesztésével kapcsolatos szolgáltatások,Storage management software development services
72212783-1,Tartalomkezelő szoftver fejlesztésével kapcsolatos szolgáltatások,Content management software development services
72212790-3,Verzió-ellenőrző szoftver fejlesztésével kapcsolatos szolgáltatások,Version checker software development services
72212900-8,Különböző szoftverfejlesztési szolgáltatások és számítógépes rendszerek,Miscellaneous software development services and computer systems
72212910-1,"Számítógépes játékszoftverek, gyermekeknek való és képernyővédő szoftverek fejlesztésével kapcsolatos szolgáltatások","Computer game software development services, family titles and screen savers"
72212911-8,Számítógépes játékszoftverek fejlesztésével kapcsolatos szolgáltatások,Computer game software development services
72212920-4,Irodaautomatizálási szoftverek fejlesztésével kapcsolatos szolgáltatások,Office automation software development services
72212930-7,Szórakoztató- és oktatószoftverek fejlesztésével kapcsolatos szolgáltatások,Training and entertainment software development services
72212931-4,Oktatószoftver-fejlesztési szolgáltatások,Training software development services
72212932-1,Szórakoztatószoftver-fejlesztési szolgáltatások,Entertainment software development services
72212940-0,Mintatervező és naptárszoftverek fejlesztésével kapcsolatos szolgáltatások,Pattern design and calendar software development services
72212941-7,Mintatervező szoftverek fejlesztésével kapcsolatos szolgáltatások,Pattern design software development services
72212942-4,Naptárkészítő szoftverek fejlesztésével kapcsolatos szolgáltatások,Calendar software development services
72212960-6,Meghajtó- és rendszerszoftver-fejlesztési szolgáltatások,Drivers and system software development services
72212970-9,Nyomdai szoftverek fejlesztésével kapcsolatos szolgáltatások,Print shop software development services
72212971-6,Címjegyzék-készítő szoftverek fejlesztésével kapcsolatos szolgáltatások,Address book making software development services
72212972-3,Címkézőszoftver-fejlesztési szolgáltatások,Label making software development services
72212980-2,Programnyelvek és eszközök fejlesztésével kapcsolatos szolgáltatások,Programming languages and tools development services
72212981-9,Fordító (compiler) szoftver fejlesztésével kapcsolatos szolgáltatások,Compiling software development services
72212982-6,Konfiguráció-menedzsment szoftverek fejlesztésével kapcsolatos szolgáltatások,Configuration management software development services
72212983-3,Fejlesztőszoftver-fejlesztési szolgáltatások,Development software development services
72212984-0,Programtesztelő szoftverek fejlesztésével kapcsolatos szolgáltatások,Program testing software development services
72212985-7,Hibakereső szoftverek fejlesztésével kapcsolatos szolgáltatások,Debugging software development services
72212990-5,Táblázatkezelő és javítószoftverek fejlesztésével kapcsolatos szolgáltatások,Spreadsheets and enhancement software development services
72212991-2,Táblázatkezelő szoftverek fejlesztésével kapcsolatos szolgáltatások,Spreadsheet software development services
72220000-3,Rendszer- és műszaki tanácsadó szolgáltatások,Systems and technical consultancy services
72221000-0,Üzleti elemzési tanácsadó szolgáltatások,Business analysis consultancy services
72222000-7,Információs rendszer és technológia stratégiai felülvizsgálatával és tervezésével kapcsolatos szolgáltatások,Information systems or technology strategic review and planning services
72222100-8,Információs rendszer és technológia stratégiai felülvizsgálatával kapcsolatos szolgáltatások,Information systems or technology strategic review services
72222200-9,Információs rendszer és technológia tervezésével kapcsolatos szolgáltatások,Information systems or technology planning services
72222300-0,Információs technológiával kapcsolatos szolgáltatások,Information technology services
72223000-4,Információs technológia követelményeinek áttekintésével kapcsolatos szolgáltatások,Information technology requirements review services
72224000-1,Projekt-ügyintézési tanácsadó szolgáltatások,Project management consultancy services
72224100-2,Rendszermegvalósítás-tervezési szolgáltatások,System implementation planning services
72224200-3,Rendszerminőségbiztosítás-tervezési szolgáltatások,System quality assurance planning services
72225000-8,Rendszerminőség-értékelési és -felülvizsgálati szolgáltatások,System quality assurance assessment and review services
72226000-5,Rendszerszoftver átvételi tesztelésével kapcsolatos tanácsadó szolgáltatások,System software acceptance testing consultancy services
72227000-2,Szoftverintegrálási tanácsadó szolgáltatások,Software integration consultancy services
72228000-9,Hardverintegrálási tanácsadó szolgáltatások,Hardware integration consultancy services
72230000-6,"Egyedi, ügyfélspecifikus szoftverekkel kapcsolatos fejlesztési szolgáltatások",Custom software development services
72231000-3,Katonai célú szoftver fejlesztése,Development of software for military applications
72232000-0,Kereskedelmi ügyletbonyolító és ügyfélszoftverek fejlesztése,Development of transaction processing and custom software
72240000-9,Rendszerelemzési és programozási szolgáltatások,Systems analysis and programming services
72241000-6,Kritikus tervcélok meghatározásával kapcsolatos szolgáltatások,Critical design target specification services
72242000-3,Tervmodellezés-szolgáltatások,Design-modelling services
72243000-0,Programozási szolgáltatások,Programming services
72244000-7,Prototípus-készítési szolgáltatások,Prototyping services
72245000-4,Szerződéses rendszerelemzési és programozási szolgáltatások,Contract systems analysis and programming services
72246000-1,Rendszer-tanácsadói szolgáltatások,Systems consultancy services
72250000-2,Rendszer-karbantartási és támogatási szolgáltatások,System and support services
72251000-9,Rendszerösszeomlás utáni helyreállítási szolgáltatások,Disaster recovery services
72252000-6,Számítógépes archiválási szolgáltatások,Computer archiving services
72253000-3,Súgóegység- és támogatási szolgáltatások,Helpdesk and support services
72253100-4,Súgóegység-szolgáltatások,Helpdesk services
72253200-5,Rendszer-támogatási szolgáltatások,Systems support services
72254000-0,Szoftvertesztelés,Software testing
72254100-1,Rendszertesztelési szolgáltatások,Systems testing services
72260000-5,Szoftverrel kapcsolatos szolgáltatások,Software-related services
72261000-2,Szoftvertámogatási szolgáltatások,Software support services
72262000-9,Szoftverfejlesztési szolgáltatások,Software development services
72263000-6,Szoftvermegvalósítási szolgáltatások,Software implementation services
72264000-3,Szoftvermásolási szolgáltatások,Software reproduction services
72265000-0,Szoftverkonfigurálási szolgáltatások,Software configuration services
72266000-7,Szoftver-tanácsadási szolgáltatások,Software consultancy services
72267000-4,Szoftver-karbantartási és -javítási szolgáltatások,Software maintenance and repair services
72267100-0,Informatikai szoftver karbantartása,Maintenance of information technology software
72267200-1,Informatikai szoftver javítása,Repair of information technology software
72268000-1,Szoftverellátási szolgáltatások,Software supply services
72300000-8,Adatkezelési szolgáltatások,Data services
72310000-1,Adatfeldolgozási szolgáltatások,Data-processing services
72311000-8,Számítógépes táblázatszerkesztési szolgáltatások,Computer tabulation services
72311100-9,Adatkonvertálási szolgáltatások,Data conversion services
72311200-0,Kötegelt adatfeldolgozási szolgáltatások,Batch processing services
72311300-1,Számítógépes időmegosztási szolgáltatások,Computer time-sharing services
72312000-5,Adatbeviteli szolgáltatások,Data entry services
72312100-6,Adat-előkészítési szolgáltatások,Data preparation services
72312200-7,Optikai karakterfelismerési szolgáltatások,Optical character recognition services
72313000-2,Adatrögzítési szolgáltatások,Data capture services
72314000-9,Adatgyűjtési és -egybevetési szolgáltatások,Data collection and collation services
72315000-6,Adathálózat-kezelési és -támogatási szolgáltatások,Data network management and support services
72315100-7,Adathálózat-támogatási szolgáltatások,Data network support services
72315200-8,Adathálózat-kezelési szolgáltatások,Data network management services
72316000-3,Adatelemzési szolgáltatások,Data analysis services
72317000-0,Adattárolási szolgáltatások,Data storage services
72318000-7,Adatátviteli szolgáltatások,Data transmission services
72319000-4,Adatszolgáltatási szolgáltatások,Data supply services
72320000-4,Adatbázis-szolgáltatások,Database services
72321000-1,Értéknövelt adatbázis-szolgáltatások,Added-value database services
72322000-8,Adatfeldolgozási/adatkezelési szolgáltatások,Data management services
72330000-2,Tartalom- vagy adatszabványosítási és -osztályozási szolgáltatások,Content or data standardization and classification services
72400000-4,Internetszolgáltatások,Internet services
72410000-7,Szolgáltatásnyújtás,Provider services
72411000-4,ISP-szolgáltatás,Internet service providers ISP
72412000-1,Elektronikus levelezési szolgáltatás nyújtása,Electronic mail service provider
72413000-8,Weboldal-tervezési szolgáltatások,World wide web (www) site design services
72414000-5,Keresőmotor-szolgáltatás nyújtása,Web search engine providers
72415000-2,Webtárhely-szolgáltatások,World wide web (www) site operation host services
72416000-9,Alkalmazásszolgáltatás nyújtása,Application service providers
72417000-6,Internetes domainnevek,Internet domain names
72420000-0,Internetfejlesztési szolgáltatások,Internet development services
72421000-7,Internetes vagy intranetes felhasználói alkalmazások fejlesztésével kapcsolatos szolgáltatások,Internet or intranet client application development services
72422000-4,Internetes vagy intranetes szerveralkalmazások fejlesztésével kapcsolatos szolgáltatások,Internet or intranet server application development services
72500000-0,Számítógépekkel kapcsolatos szolgáltatások,Computer-related services
72510000-3,Számítógépekkel kapcsolatos ügyintézési szolgáltatások,Computer-related management services
72511000-0,Hálózatkezelő szoftveres szolgáltatások,Network management software services
72512000-7,Dokumentumkezelési szolgáltatások,Document management services
72513000-4,Irodai automatizálási szolgáltatások,Office automation services
72514000-1,Számítógépes létesítménykezelési szolgáltatások,Computer facilities management services
72514100-2,Számítógépek működésének eszközfelügyelete,Facilities management services involving computer operation
72514200-3,Számítógépes rendszerek fejlesztéséhez kapcsolódó eszközfelügyelet,Facilities management services for computer systems development
72514300-4,Számítógépes rendszerek felügyeletéhez kapcsolódó eszközfelügyelet,Facilities management services for computer systems maintenance
72540000-2,"Számítógép-fejlesztési (felújítás, feljavítás) szolgáltatások",Computer upgrade services
72541000-9,Számítógép-bővítési szolgáltatások,Computer expansion services
72541100-0,Memóriabővítési szolgáltatások,Memory expansion services
72590000-7,Számítógépekkel kapcsolatos szakmai szolgáltatások,Computer-related professional services
72591000-4,Szolgáltatások szintjét meghatározó megállapodás kidolgozása,Development of service level agreements
72600000-6,Számítógépes támogatási és tanácsadói szolgáltatások,Computer support and consultancy services
72610000-9,Számítógépes támogatási szolgáltatások,Computer support services
72611000-6,Műszaki számítógép-támogatási szolgáltatások,Technical computer support services
72700000-7,Számítógépes hálózati szolgáltatások,Computer network services
72710000-0,Helyi hálózattal (LAN) kapcsolatos szolgáltatások,Local area network services
72720000-3,Nagy kiterjedésű hálózattal (WAN) kapcsolatos szolgáltatások,Wide area network services
72800000-8,Számítógép-felülvizsgálati és -tesztelési szolgáltatások,Computer audit and testing services
72810000-1,Számítógép-felülvizsgálati szolgáltatások,Computer audit services
72820000-4,Számítógép-tesztelési szolgáltatások,Computer testing services
72900000-9,Számítógépes biztonságimásolat-készítő és katalóguskonvertálási szolgáltatások,Computer back-up and catalogue conversion services
72910000-2,Számítógépes biztonságimásolat-készítő szolgáltatások,Computer back-up services
72920000-5,Számítógép-katalógus és adatszótár-konvertálási szolgáltatások,Computer catalogue conversion services
73000000-2,Kutatási és fejlesztési szolgáltatások és kapcsolódó tanácsadói szolgáltatások,Research and development services and related consultancy services
73100000-3,Kutatási és kísérleti fejlesztési szolgáltatások,Research and experimental development services
73110000-6,Kutatási szolgáltatások,Research services
73111000-3,Kutatólaboratóriumi szolgáltatások,Research laboratory services
73112000-0,Tengerkutatási szolgáltatások,Marine research services
73120000-9,Kísérleti fejlesztési szolgáltatások,Experimental development services
73200000-4,Kutatási és fejlesztési tanácsadó szolgáltatások,Research and development consultancy services
73210000-7,Kutatási tanácsadó szolgáltatások,Research consultancy services
73220000-0,Fejlesztési tanácsadó szolgáltatások,Development consultancy services
73300000-5,Kutatás és fejlesztés tervezése és kivitelezése,Design and execution of research and development
73400000-6,Biztonsági és védelmi kérdésekkel kapcsolatos kutatási és fejlesztési szolgáltatások,Research and Development services on security and defence materials
73410000-9,Katonai kutatás és technológia,Military research and technology
73420000-2,Előzetes megvalósíthatósági tanulmány és technológiai demonstráció,Pre-feasibility study and technological demonstration
73421000-9,Biztonsági berendezések fejlesztése,Development of security equipment
73422000-6,Lőfegyverek és lőszerek fejlesztése,Development of firearms and ammunition
73423000-3,Katonai járművek fejlesztése,Development of military vehicles
73424000-0,Hadihajók fejlesztése,Development of warships
73425000-7,"Katonai repülőgépek, rakéták és űrhajók fejlesztése","Development of military aircrafts, missiles and spacecrafts"
73426000-4,Katonai elektronikus rendszerek fejlesztése,Development of military electronic systems
73430000-5,Tesztelés és értékelés,Test and evaluation
73431000-2,Biztonsági berendezések tesztelése és értékelése,Test and evaluation of security equipment
73432000-9,Lőfegyverek és lőszerek tesztelése és értékelése,Test and evaluation of firearms and ammunition
73433000-6,Katonai járművek tesztelése és értékelése,Test and evaluation of military vehicles
73434000-3,Hadihajók tesztelése és értékelése,Test and evaluation of warships
73435000-0,"Katonai repülőgépek, rakéták és űrhajók tesztelése és értékelése","Test and evaluation of military aircrafts, missiles and spacecrafts"
73436000-7,Katonai elektronikus rendszerek tesztelése és értékelése,Test and evaluation of military electronic systems
75000000-6,"Közigazgatási, honvédelmi és társadalombiztosítási szolgáltatások","Administration, defence and social security services"
75100000-7,Közigazgatási szolgáltatások,Administration services
75110000-0,Általános közszolgáltatás,General public services
75111000-7,Végrehajtói és törvényhozói szolgáltatások,Executive and legislative services
75111100-8,Végrehajtói szolgáltatások,Executive services
75111200-9,Törvényhozói szolgáltatások,Legislative services
75112000-4,Üzleti műveletekkel kapcsolatos igazgatási szolgáltatások,Administrative services for business operations
75112100-5,Közigazgatási fejlesztési projektekkel kapcsolatos szolgáltatások,Administrative development project services
75120000-3,Ügynökségekkel kapcsolatos közigazgatási szolgáltatások,Administrative services of agencies
75121000-0,Közigazgatási oktatási szolgáltatások,Administrative educational services
75122000-7,Közigazgatási egészségügyi szolgáltatások,Administrative healthcare services
75123000-4,Közigazgatási házépítési szolgáltatások,Administrative housing services
75124000-1,"Kikapcsolódással, kultúrával és vallással kapcsolatos közigazgatási szolgáltatások","Administrative recreational, cultural and religious services"
75125000-8,Idegenforgalommal kapcsolatos közigazgatási szolgáltatások,Administrative services related to tourism affairs
75130000-6,Kormányzati kisegítő szolgáltatások,Supporting services for the government
75131000-3,Kormányzati szolgáltatások,Government services
75131100-4,Általános kormányzati személyzeti szolgáltatások,General personnel services for the government
75200000-8,Közösségi szolgáltatások nyújtása,Provision of services to the community
75210000-1,Külügyekkel kapcsolatos és egyéb szolgáltatások,Foreign affairs and other services
75211000-8,Külügyekkel kapcsolatos szolgáltatások,Foreign-affairs services
75211100-9,Diplomáciai szolgáltatások,Diplomatic services
75211110-2,Konzuli szolgáltatások,Consular services
75211200-0,Külföldi gazdasági segítséggel kapcsolatos szolgáltatások,Foreign economic-aid-related services
75211300-1,Külföldi katonai segítséggel kapcsolatos szolgáltatások,Foreign military-aid-related services
75220000-4,Honvédelmi szolgáltatások,Defence services
75221000-1,Katonai védelmi szolgáltatások,Military defence services
75222000-8,Polgári védelmi szolgáltatások,Civil defence services
75230000-7,Igazságügyi szolgáltatások,Justice services
75231000-4,Bírói szolgáltatások,Judicial services
75231100-5,Bíróságokkal kapcsolatos közigazgatási szolgáltatások,Law-courts-related administrative services
75231200-6,Bűnözők szabadságvesztésével és rehabilitációjával kapcsolatos szolgáltatások,Services related to the detention or rehabilitation of criminals
75231210-9,Büntetés-végrehajtási szolgáltatások,Imprisonment services
75231220-2,Rabkísérési szolgáltatások,Prisoner-escort services
75231230-5,Büntetés-végrehajtási intézmények szolgáltatásai,Prison services
75231240-8,Felfüggesztett szabadságvesztéssel kapcsolatos szolgáltatások,Probation services
75240000-0,Közbiztonsággal és közrenddel kapcsolatos szolgáltatások,"Public security, law and order services"
75241000-7,Közbiztonsággal kapcsolatos szolgáltatások,Public security services
75241100-8,Rendőrségi szolgáltatások,Police services
75242000-4,Közrenddel kapcsolatos szolgáltatások,Public law and order services
75242100-5,Közrendfenntartási szolgáltatások,Public-order services
75242110-8,Bírósági végrehajtói szolgáltatások,Bailiff services
75250000-3,Tűzoltási és mentési szolgáltatások,Fire-brigade and rescue services
75251000-0,Tűzoltó szolgáltatások,Fire-brigade services
75251100-1,Tűzoltási szolgáltatások,Firefighting services
75251110-4,Tűzmegelőzési szolgáltatások,Fire-prevention services
75251120-7,Erdőtűzoltási szolgáltatások,Forest-firefighting services
75252000-7,Mentési szolgáltatások,Rescue services
75300000-9,Kötelező társadalombiztosításhoz kötődő szolgáltatások,Compulsory social security services
75310000-2,"Segélyekkel, támogatásokkal és juttatásokkal kapcsolatos szolgáltatások",Benefit services
